Dato,Terrassebord,Planke,Terrasseskrue,Skrue5x90
2025-10-20,941.2234860963874,950.1704061663318,4.337415984688348,6.677345359305618
2025-10-27,443.8971595589456,1618.93107153265,4.790095343577907,4.5538847108740095
2025-11-03,881.4885760481717,1126.658888243109,3.9855728755749813,11.975356466236018
2025-11-10,547.4919892355482,1195.197940911683,4.844713604633573,11.539359152695493
2025-11-17,944.5927554893975,1140.5954344187362,4.106144533903668,12.279130012551672
2025-11-24,646.2204943293644,1443.160451475127,4.147744305462255,14.04248878911585
2025-12-01,828.4105042927379,751.1614446953438,2.540302908661982,13.22644090754088
2025-12-08,478.3082000446492,803.7528833549336,1.9915144794322373,11.947084470709402
2025-12-15,504.42803764835736,1404.857394372933,2.8970231232144363,7.3982791151323815
2026-01-05,611.2760386212586,1195.661899431108,1.69721332932755,30.81659483394639
2026-01-12,643.3470878683911,1474.9553951022567,1.9548323666477536,3.881260226584432
2026-01-19,606.1724843989952,1348.2477840092572,2.6552250186053925,15.427052078021246
2026-01-26,610.2543970683888,1483.5410847566789,3.483572244767074,9.375179739056945
2026-02-02,542.1810063158325,1339.3588678032359,3.6758748379372377,16.61569224144033
2026-02-09,605.569381151797,1663.0758347932003,3.519320181975125,6.193481533060036
2026-02-16,628.8924723115066,1374.9545859698248,4.246113146469683,5.357284159599305
2026-02-23,575.8077252039027,1111.6867490168645,5.664700770442979,10.88692924172658
2026-03-02,596.7783615631553,1062.3662327953664,3.413214428482292,6.371831885907632
2026-03-09,903.4028593963274,1064.6273354514344,4.643221154351727,9.374415712287899
2026-03-16,1202.4836058388003,740.3159806428348,8.121493246543878,5.660770143353765
2026-03-30,736.563551679055,444.7041904429879,10.913036979837088,3.515381753317172
2026-04-06,803.4488351994306,1171.1867250066923,9.695971897967276,14.00672361968442
2026-04-13,658.9670011203727,1330.2610772468822,5.201069204343231,7.173025493550276
2026-04-20,703.9925340477432,1273.8798009976902,6.356081686237508,3.4177867390937915
